"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Porygon","Hidden Power (Bug)","Signal Beam","7.317","136.5","53.5","1720"
"Porygon","Hidden Power (Dragon)","Signal Beam","7.317","136.5","53.5","1720"
"Porygon","Hidden Power (Ghost)","Signal Beam","7.317","136.5","53.5","1720"
"Porygon","Hidden Power (Dark)","Signal Beam","7.317","136.5","53.5","1720"
"Porygon","Hidden Power (Steel)","Signal Beam","7.317","136.5","53.5","1720"
"Mightyena","Thunder Fang","Poison Fang","7.316","139.6","54.6","1926"
"Elgyem","Astonish","Psybeam","7.315","94","36.8","1385"
"Dwebble","Smack Down","Rock Blast","7.312","110.3","43.1","1224"
"Persian","Feint Attack","Night Slash","7.312","136.4","53.3","1689"
"Vanillite","Powder Snow","Ice Beam","7.311","78.6","30.7","1033"
"Karrablast","Peck","Drill Run","7.308","78.6","30.7","1182"
"Azumarill","Bubble","Hydro Pump","7.305","203.2","79.2","1588"
"Wartortle","Water Gun","Ice Beam","7.305","144.8","56.4","1488"
"Fearow","Peck","Twister","7.304","133.5","52","1997"
"Linoone","Tackle","Dig","7.304","145.7","56.8","1662"
"Glameow","Scratch","Play Rough","7.302","73.7","28.7","934"
"Turtwig","Tackle","Return","7.3","102","39.7","1187"
"Joltik","Charge Beam","Discharge","7.298","87","33.8","1023"
"Shadow Drowzee","Confusion","Psyshock","7.298","108.3","42.1","1040"
"Woobat","Confusion","Psyshock","7.298","90.2","35","1016"
"Dewgong","Frost Breath","Icy Wind","7.295","215.8","83.8","1985"
"Slugma","Rock Throw","Flame Burst","7.295","58.8","22.8","895"
"Sandshrew","Scratch","Dig","7.293","103.9","40.3","1261"
"Mareep","Tackle","Return","7.292","76.6","29.7","991"
"Audino","Pound","Dazzling Gleam","7.291","220.6","85.5","1682"
"Furret","Sucker Punch","Brick Break","7.291","150.9","58.5","1758"
"Medicham","Counter","Ice Punch","7.29","143.6","55.6","1431"
"Tirtouga","Bite","Body Slam","7.29","129.5","50.2","1488"
"Staryu","Quick Attack","Power Gem","7.289","75.2","29.1","1157"
"Tranquill","Steel Wing","Heat Wave","7.288","106.8","41.3","1442"
"Growlithe","Ember","Flame Wheel","7.286","87.9","34","1243"
"Koffing","Acid","Sludge","7.284","106.5","41.1","1214"
"Shadow Larvitar","Rock Smash","Crunch","7.281","69.1","26.7","1040"
"Snubbull","Bite","Brick Break","7.281","85.9","33.2","1237"
"Chikorita","Vine Whip","Grass Knot","7.279","99","38.2","935"
"Registeel","Rock Smash","Hyper Beam","7.278","310.6","119.7","2447"
"Mantine","Bullet Seed","Ice Beam","7.277","216.6","83.5","2108"
"Grimer","Mud Slap","Mud Bomb","7.276","108.7","41.9","1374"
"Alolan Sandshrew","Powder Snow","Blizzard","7.274","110.5","42.5","1293"
"Spearow","Quick Attack","Aerial Ace","7.273","51.1","19.7","798"
"Alolan Marowak","Hex","Flame Wheel","7.272","172.4","66.3","1835"
"Hippopotas","Bite","Dig","7.272","123.5","47.5","1358"
"Pikachu","Present","Wild Charge","7.272","70.6","27.1","938"
"Voltorb","Tackle","Thunderbolt","7.271","85.8","33","1010"
"Deino","Tackle","Dragon Pulse","7.269","85","32.6","1062"
"Munchlax","Tackle","Bulldoze","7.269","200.4","77","1892"
"Elgyem","Astonish","Dark Pulse","7.268","93.4","35.8","1385"
"Foongus","Feint Attack","Grass Knot","7.267","98.9","37.9","979"
"Herdier","Take Down","Play Rough","7.266","126.6","48.6","1583"
"Patrat","Tackle","Hyper Fang","7.265","63.4","24.3","791"
"Shadow Squirtle","Tackle","Aqua Tail","7.265","81.1","31.1","946"
"Mudkip","Water Gun","Stomp","7.261","82.7","31.7","1128"
"Shadow Sandshrew","Mud Shot","Rock Tomb","7.261","86.2","33","1261"
"Rufflet","Peck","Rock Tomb","7.26","105.5","40.4","1491"
"Snubbull","Tackle","Crunch","7.26","85.6","32.8","1237"
"Starly","Tackle","Brave Bird","7.259","49.6","19","719"
"Staryu","Tackle","Power Gem","7.259","74.8","28.6","1157"
"Tranquill","Air Slash","Heat Wave","7.259","106.3","40.7","1442"
"Rhyhorn","Mud Slap","Horn Attack","7.255","146.6","56","1651"
"Charmander","Ember","Return","7.253","72.3","27.6","980"
"Alomomola","Hidden Power (Fire)","Blizzard","7.252","259.4","98.9","2169"
"Alomomola","Hidden Power (Fighting)","Blizzard","7.252","259.4","98.9","2169"
"Alomomola","Hidden Power (Flying)","Blizzard","7.252","259.4","98.9","2169"
"Alomomola","Hidden Power (Grass)","Blizzard","7.252","259.4","98.9","2169"
"Alomomola","Hidden Power (Poison)","Blizzard","7.252","259.4","98.9","2169"
"Alomomola","Hidden Power (Electric)","Blizzard","7.252","259.4","98.9","2169"
"Alomomola","Hidden Power (Ground)","Blizzard","7.252","259.4","98.9","2169"
"Alomomola","Hidden Power (Psychic)","Blizzard","7.252","259.4","98.9","2169"
"Alomomola","Hidden Power (Rock)","Blizzard","7.252","259.4","98.9","2169"
"Alomomola","Hidden Power (Ice)","Blizzard","7.252","259.4","98.9","2169"
"Alomomola","Hidden Power (Bug)","Blizzard","7.252","259.4","98.9","2169"
"Alomomola","Hidden Power (Dragon)","Blizzard","7.252","259.4","98.9","2169"
"Alomomola","Hidden Power (Ghost)","Blizzard","7.252","259.4","98.9","2169"
"Alomomola","Hidden Power (Dark)","Blizzard","7.252","259.4","98.9","2169"
"Alomomola","Hidden Power (Steel)","Blizzard","7.252","259.4","98.9","2169"
"Furret","Sucker Punch","Dig","7.251","150.1","57.2","1758"
"Sandshrew","Scratch","Rock Slide","7.251","103.3","39.4","1261"
"Steelix","Thunder Fang","Crunch","7.25","283","107.9","2414"
"Slugma","Ember","Flame Burst","7.249","58.4","22.2","895"
"Glameow","Scratch","Thunderbolt","7.245","73.2","27.8","934"
"Goldeen","Peck","Aqua Tail","7.243","89.8","34.1","1152"
"Porygon","Charge Beam","Signal Beam","7.242","135.1","51.3","1720"
"Galarian Linoone","Shadow Claw","Dig","7.241","144.4","54.9","1662"
"Linoone","Shadow Claw","Dig","7.241","144.4","54.9","1662"
"Dwebble","Cut","X-Scissor","7.24","109.2","41.4","1224"
"Corsola","Tackle","Power Gem","7.236","138.2","52.4","1378"
"Pidgeotto","Wing Attack","Aerial Ace","7.236","105.5","40","1194"
"Torchic","Scratch","Flame Charge","7.235","73.2","27.7","1093"
"Sandshrew","Mud Shot","Dig","7.23","103","38.9","1261"
"Voltorb","Tackle","Discharge","7.23","85.3","32.3","1010"
"Dusclops","Hex","Return","7.229","168.6","63.7","1591"
"Oddish","Acid","Moonblast","7.224","91","34.3","1228"
"Snorlax","Yawn","Body Slam","7.223","318.2","119.9","3225"
"Dratini","Dragon Breath","Aqua Tail","7.222","72.3","27.2","1004"
"Herdier","Lick","Dig","7.222","125.8","47.4","1583"
"Gligar","Wing Attack","Night Slash","7.221","177.5","66.8","1857"
"Panpour","Scratch","Surf","7.216","83","31.2","956"
"Deerling","Tackle","Energy Ball","7.212","97.9","36.7","1135"
"Nidorino","Poison Jab","Horn Attack","7.212","107.8","40.5","1393"
"Mawile","Astonish","Power-Up Punch","7.21","118.6","44.5","1634"
"Bulbasaur","Tackle","Return","7.209","90.1","33.8","1115"
"Mega Audino","Zen Headbutt","Disarming Voice","7.207","342.4","128.2","2524"
"Aron","Tackle","Iron Head","7.206","118.6","44.4","1307"
"Shadow Poliwag","Mud Shot","Bubble Beam","7.205","54.6","20.4","829"
"Stunfisk","Thunder Shock","Muddy Water","7.205","237.1","88.7","2162"
"Dratini","Iron Tail","Return","7.204","72.1","27","1004"
"Petilil","Hidden Power (Fire)","Seed Bomb","7.204","75.8","28.3","1030"
"Petilil","Hidden Power (Fighting)","Seed Bomb","7.204","75.8","28.3","1030"
"Petilil","Hidden Power (Water)","Seed Bomb","7.204","75.8","28.3","1030"
"Petilil","Hidden Power (Flying)","Seed Bomb","7.204","75.8","28.3","1030"
"Petilil","Hidden Power (Poison)","Seed Bomb","7.204","75.8","28.3","1030"
"Petilil","Hidden Power (Electric)","Seed Bomb","7.204","75.8","28.3","1030"
"Petilil","Hidden Power (Ground)","Seed Bomb","7.204","75.8","28.3","1030"
"Petilil","Hidden Power (Psychic)","Seed Bomb","7.204","75.8","28.3","1030"
"Petilil","Hidden Power (Rock)","Seed Bomb","7.204","75.8","28.3","1030"
"Petilil","Hidden Power (Ice)","Seed Bomb","7.204","75.8","28.3","1030"
"Petilil","Hidden Power (Bug)","Seed Bomb","7.204","75.8","28.3","1030"
"Petilil","Hidden Power (Dragon)","Seed Bomb","7.204","75.8","28.3","1030"
"Petilil","Hidden Power (Ghost)","Seed Bomb","7.204","75.8","28.3","1030"
"Petilil","Hidden Power (Dark)","Seed Bomb","7.204","75.8","28.3","1030"
"Petilil","Hidden Power (Steel)","Seed Bomb","7.204","75.8","28.3","1030"
"Klang","Charge Beam","Zap Cannon","7.202","160.6","60","1847"
"Deino","Tackle","Crunch","7.201","84.2","31.4","1062"
"Shadow Drowzee","Pound","Psyshock","7.2","106.9","39.9","1040"
"Nidoran♂","Peck","Sludge Bomb","7.195","65.9","24.5","860"
"Stunky","Scratch","Flamethrower","7.195","91.8","34.2","1151"
"Pidgeotto","Steel Wing","Aerial Ace","7.194","104.8","39","1194"
"Jigglypuff","Pound","Play Rough","7.189","74.3","27.6","724"
"Shadow Nidorina","Poison Sting","Dig","7.186","104.9","38.9","1309"
"Poliwhirl","Bubble","Water Pulse","7.183","122.4","45.4","1419"
"Registeel","Rock Smash","Focus Blast","7.181","306.5","113.5","2447"
"Woobat","Air Slash","Psyshock","7.178","88.7","32.8","1016"
"Bagon","Bite","Crunch","7.175","76.9","28.4","1156"
"Vanillish","Astonish","Icy Wind","7.175","117.3","43.3","1591"
"Kabuto","Scratch","Aqua Jet","7.173","90.3","33.3","1370"
"Shadow Sandshrew","Scratch","Sand Tomb","7.17","85.1","31.4","1261"
"Roggenrola","Tackle","Rock Blast","7.169","100.1","36.9","1205"
"Swadloon","Bug Bite","Energy Ball","7.169","141.8","52.2","1370"
"Gothita","Confusion","Psychic","7.168","90.3","33.3","951"
"Palpitoad","Bubble","Water Pulse","7.166","120.9","44.5","1392"
"Magcargo","Ember","Heat Wave","7.164","155.7","57.2","1702"
"Venonat","Bug Bite","Return","7.164","97.2","35.7","1004"
"Exeggcute","Confusion","Seed Bomb","7.162","118.3","43.5","1175"
"Shuppet","Astonish","Night Shade","7.162","56.5","20.7","1018"
"Sandshrew","Mud Shot","Rock Slide","7.161","102","37.5","1261"
"Azumarill","Rock Smash","Play Rough","7.159","199.1","73.1","1588"
"Hippopotas","Tackle","Dig","7.156","121.5","44.5","1358"
"Exeggcute","Confusion","Return","7.154","118.2","43.3","1175"
"Staravia","Quick Attack","Heat Wave","7.154","87.1","31.9","1299"
"Poliwhirl","Mud Shot","Bubble Beam","7.152","121.9","44.6","1419"
"Horsea","Water Gun","Dragon Pulse","7.15","68.5","25","1056"
"Shadow Larvitar","Rock Smash","Stomp","7.15","67.9","24.8","1040"
"Snover","Ice Shard","Return","7.147","101.2","36.9","1159"
"Lickitung","Lick","Power Whip","7.145","167.3","61","1411"
"Trapinch","Struggle Bug","Sand Tomb","7.141","65.9","24","1274"
"Aipom","Scratch","Low Sweep","7.139","101.3","36.9","1348"
"Golett","Mud Slap","Brick Break","7.139","89.1","32.4","1189"
"Torchic","Ember","Flame Charge","7.138","72.3","26.3","1093"
"Delibird","Present","Ice Punch","7.137","74.4","27","1094"
"Bagon","Ember","Flamethrower","7.136","76.5","27.8","1156"
"Vullaby","Air Slash","Foul Play","7.134","142.6","51.8","1271"
"Buneary","Quick Attack","Swift","7.129","95.6","34.6","1258"
"Dewgong","Iron Tail","Icy Wind","7.126","210.8","76.3","1985"
"Psyduck","Zen Headbutt","Return","7.123","82.6","29.9","1106"
"Sableye","Feint Attack","Shadow Sneak","7.12","113.4","40.9","1476"
"Noctowl","Wing Attack","Night Shade","7.119","202.8","73.2","2024"
"Charmander","Scratch","Flame Burst","7.118","71","25.6","980"
"Galarian Linoone","Lick","Dig","7.118","142","51.2","1662"
"Shedinja","Shadow Claw","Aerial Ace","7.116","7","2.5","393"
"Shedinja","Shadow Claw","Dig","7.116","7","2.5","393"
"Shedinja","Shadow Claw","Shadow Sneak","7.116","7","2.5","393"
"Shadow Meowth","Bite","Foul Play","7.111","51.6","18.6","748"
"Koffing","Tackle","Return","7.109","103.9","37.3","1214"
"Vibrava","Mud Shot","Bug Buzz","7.109","85.5","30.7","1225"
"Wartortle","Bite","Ice Beam","7.107","140.9","50.6","1488"
"Gothita","Pound","Psychic","7.106","89.6","32.1","951"
"Lumineon","Waterfall","Silver Wind","7.105","168.8","60.5","1814"
"Shadow Poliwag","Bubble","Body Slam","7.105","53.8","19.3","829"
"Shadow Snover","Powder Snow","Stomp","7.105","83.8","30.1","1159"
"Dewgong","Ice Shard","Icy Wind","7.098","209.9","75.1","1985"
"Deino","Dragon Breath","Body Slam","7.096","83","29.6","1062"
"Wormadam (Plant Cloak)","Bug Bite","Psybeam","7.092","163.2","58.2","1773"
"Wormadam (Sandy Cloak)","Bug Bite","Psybeam","7.092","163.2","58.2","1773"
"Castform (Rainy)","Tackle","Thunder","7.087","141.6","50.4","1632"
"Registeel","Rock Smash","Flash Cannon","7.087","302.5","107.6","2447"
"Galarian Stunfisk","Mud Shot","Muddy Water","7.086","233.2","83","2162"
"Stunfisk","Mud Shot","Muddy Water","7.086","233.2","83","2162"
"Glameow","Quick Attack","Play Rough","7.084","71.5","25.4","934"
"Numel","Ember","Bulldoze","7.082","78.5","27.9","1057"
"Sealeo","Powder Snow","Water Pulse","7.079","160.3","56.9","1714"
"Remoraid","Water Gun","Rock Blast","7.074","52","18.4","912"
"Cradily","Infestation","Bulldoze","7.07","220.5","77.9","2211"
"Bayleef","Tackle","Energy Ball","7.068","141.8","50.1","1454"
"Palpitoad","Mud Shot","Water Pulse","7.067","119.2","42.1","1392"
"Alolan Rattata","Tackle","Shadow Ball","7.064","48.8","17.2","734"
"Munchlax","Lick","Bulldoze","7.064","194.8","68.7","1892"
"Cherubi","Tackle","Seed Bomb","7.062","75","26.4","950"
"Dusclops","Feint Attack","Return","7.062","164.7","58","1591"
"Herdier","Take Down","Thunderbolt","7.061","123","43.3","1583"
"Spearow","Peck","Aerial Ace","7.06","49.6","17.5","798"
"Turtwig","Tackle","Energy Ball","7.058","98.6","34.7","1187"
"Numel","Tackle","Bulldoze","7.055","78.2","27.5","1057"
"Alolan Rattata","Quick Attack","Shadow Ball","7.054","48.7","17.1","734"
"Spinarak","Bug Bite","Cross Poison","7.048","58.1","20.3","816"
"Ekans","Acid","Gunk Shot","7.045","69","24.1","927"
"Munna","Charge Beam","Psyshock","7.044","103.6","36.2","1145"
"Shadow Nidoran♂","Peck","Body Slam","7.044","53.8","18.8","860"
"Galarian Meowth","Scratch","Gyro Ball","7.043","79.5","27.8","1035"
"Jigglypuff","Pound","Dazzling Gleam","7.043","72.8","25.4","724"
"Serperior","Iron Tail","Leaf Tornado","7.04","209.7","73.2","2277"
"Aron","Metal Claw","Body Slam","7.039","115.8","40.4","1307"
"Bonsly","Counter","Earthquake","7.039","109.9","38.3","1302"
"Spinarak","Bug Bite","Signal Beam","7.038","58","20.2","816"
"Treecko","Bullet Seed","Energy Ball","7.037","71.9","25","1053"
"Turtwig","Razor Leaf","Body Slam","7.037","98.3","34.3","1187"
"Shadow Ekans","Acid","Wrap","7.031","57.4","19.9","927"
"Staravia","Wing Attack","Heat Wave","7.031","85.6","29.8","1299"
"Rattata","Tackle","Body Slam","7.029","48.5","16.8","734"
"Snubbull","Tackle","Brick Break","7.027","82.9","28.8","1237"
"Shadow Mawile","Ice Fang","Vise Grip","7.026","96.4","33.4","1634"
"Sealeo","Powder Snow","Body Slam","7.022","159","55.1","1714"
"Vanillite","Astonish","Ice Beam","7.022","75.5","26.1","1033"
"Aron","Metal Claw","Rock Tomb","7.019","115.5","39.9","1307"
"Patrat","Bite","Hyper Fang","7.018","61.3","21.2","791"
"Alolan Sandshrew","Powder Snow","Gyro Ball","7.016","106.6","36.8","1293"
"Shadow Shellder","Ice Shard","Water Pulse","7.016","70.7","24.4","1080"
"Mantine","Bullet Seed","Water Pulse","7.011","208.7","71.9","2108"
"Charmander","Ember","Flame Burst","7.01","69.9","24.1","980"
"Foongus","Astonish","Grass Knot","7.007","95.4","32.8","979"
"Shadow Meowth","Scratch","Dark Pulse","7.007","50.9","17.5","748"
"Piplup","Pound","Drill Peck","7.006","89.3","30.7","1075"
"Corsola","Bubble","Rock Blast","7.005","133.8","46","1378"
"Shadow Sandshrew","Mud Shot","Sand Tomb","7.002","83.1","28.5","1261"
"Glameow","Quick Attack","Thunderbolt","7.001","70.7","24.3","934"
"Cradily","Bullet Seed","Bulldoze","7","218.3","74.9","2211"
"Rattata","Quick Attack","Body Slam","7","48.3","16.6","734"
"Shadow Dratini","Iron Tail","Twister","6.999","58.3","20","1004"
"Psyduck","Water Gun","Cross Chop","6.996","81.2","27.8","1106"
"Mime Jr.","Confusion","Psybeam","6.995","76.2","26.1","1095"
"Slugma","Rock Throw","Rock Slide","6.993","56.3","19.3","895"
"Lickitung","Lick","Body Slam","6.992","163.7","56","1411"
"Petilil","Hidden Power (Grass)","Energy Ball","6.989","73.5","25.1","1030"
"Vanillish","Astonish","Signal Beam","6.985","114.2","38.9","1591"
"Pikachu","Thunder Shock","Surf","6.981","67.8","23","938"
"Gible","Mud Shot","Body Slam","6.98","79.6","27.1","1112"
"Croagunk","Poison Sting","Brick Break","6.979","65.7","22.3","952"
"Ekans","Poison Sting","Return","6.979","68.3","23.2","927"
"Elekid","Thunder Shock","Brick Break","6.979","80.3","27.3","1206"
"Whismur","Pound","Stomp","6.976","48.8","16.6","671"
"Gligar","Fury Cutter","Night Slash","6.975","171.5","58.2","1857"
"Pikachu Libre","Thunder Shock","Play Rough","6.975","67.7","23","938"
"Runerigus","Astonish","Rock Tomb","6.975","202.5","68.7","2273"
"Geodude","Tackle","Rock Tomb","6.974","96","32.6","1293"
"Rhyhorn","Rock Smash","Stomp","6.971","140.8","47.7","1651"
"Poliwhirl","Bubble","Mud Bomb","6.967","118.8","40.2","1419"
"Deoxys (Defense Forme)","Counter","Psycho Boost","6.966","253.5","85.7","2274"
"Poliwhirl","Mud Shot","Scald","6.963","118.7","40.1","1419"
"Hippopotas","Bite","Body Slam","6.962","118.2","39.9","1358"
"Shadow Venonat","Bug Bite","Poison Fang","6.961","78.7","26.5","1004"
"Whirlipede","Poison Sting","Sludge Bomb","6.961","122.6","41.4","1144"
"Farfetch'd","Cut","Air Cutter","6.958","97.9","33","1236"
"Petilil","Charm","Energy Ball","6.958","73.2","24.7","1030"
"Shadow Ekans","Poison Sting","Poison Fang","6.957","56.8","19.1","927"
"Meltan","Thunder Shock","Thunderbolt","6.955","79.8","26.8","1068"
"Mudkip","Water Gun","Sludge","6.951","79.2","26.6","1128"
"Alolan Meowth","Scratch","Foul Play","6.95","60.5","20.3","797"
"Pansage","Scratch","Seed Bomb","6.95","79.9","26.8","956"
"Shadow Seedot","Quick Attack","Grass Knot","6.949","49.9","16.7","598"
"Shellder","Tackle","Return","6.949","84.1","28.2","1080"
"Piplup","Bubble","Drill Peck","6.948","88.6","29.7","1075"
"Mawile","Fire Fang","Vise Grip","6.946","114.3","38.3","1634"
"Krabby","Mud Shot","Vise Grip","6.945","78.4","26.3","1561"
"Alolan Marowak","Rock Smash","Flame Wheel","6.944","164.7","55.1","1835"
"Lombre","Razor Leaf","Bubble Beam","6.944","109.8","36.7","1197"
"Shuppet","Feint Attack","Shadow Sneak","6.942","54.7","18.3","1018"
"Roggenrola","Tackle","Stone Edge","6.941","96.9","32.4","1205"
"Spoink","Zen Headbutt","Psybeam","6.94","112.2","37.5","1334"
"Nidoran♂","Poison Sting","Return","6.938","63.5","21.2","860"
"Croagunk","Poison Jab","Low Sweep","6.937","65.3","21.8","952"
"Eevee","Quick Attack","Body Slam","6.936","100","33.4","1071"
"Taillow","Quick Attack","Aerial Ace","6.936","49.4","16.5","765"
"Shadow Psyduck","Zen Headbutt","Psybeam","6.934","67","22.4","1106"
"Eevee","Tackle","Body Slam","6.927","99.8","33.2","1071"
"Dwebble","Cut","Rock Blast","6.926","104.5","34.7","1224"
"Audino","Zen Headbutt","Hyper Beam","6.924","209.5","69.6","1682"
"Alolan Diglett","Metal Claw","Mud Bomb","6.923","37.8","12.6","681"
"Bonsly","Counter","Rock Tomb","6.923","108.1","35.9","1302"
"Corphish","Bubble","Aqua Jet","6.923","76.7","25.4","1230"
"Ledian","Bug Bite","Bug Buzz","6.923","150.1","49.8","1346"
"Alolan Marowak","Hex","Bone Club","6.922","164.1","54.4","1835"
"Pikachu Libre","Thunder Shock","Thunder Punch","6.922","67.2","22.3","938"
"Horsea","Bubble","Dragon Pulse","6.921","66.3","22","1056"
"Togetic","Steel Wing","Ancient Power","6.92","151.5","50.2","1708"
"Slugma","Ember","Rock Slide","6.918","55.7","18.5","895"
"Porygon","Zen Headbutt","Psybeam","6.917","129","42.7","1720"
"Paras","Bug Bite","Cross Poison","6.915","68.9","22.8","1018"
"Alolan Geodude","Volt Switch","Rock Tomb","6.914","95.2","31.5","1293"
"Buizel","Water Gun","Aqua Jet","6.913","63.3","20.9","1054"
"Cubchoo","Charm","Icy Wind","6.913","68.7","22.7","1069"
"Munna","Zen Headbutt","Dazzling Gleam","6.913","101.6","33.6","1145"
"Snorunt","Powder Snow","Avalanche","6.912","80.2","26.5","888"
"Woobat","Confusion","Aerial Ace","6.911","85.4","28.2","1016"
"Shadow Aipom","Astonish","Low Sweep","6.91","81.7","27","1348"
"Dunsparce","Astonish","Rock Slide","6.909","164.5","54.3","1689"
